job_title,company_name,city,fully_anonymous,posting_date_parsed,days_since_posted,primary_category,job_domain,job_domain_group,career_level,years_exp_min,years_exp_max,education_level,contract_type,workplace_mode,is_full_time,is_part_time,is_freelance,is_remote,is_hybrid,is_onsite,salary_disclosed,sal_min,sal_max,sal_min_egp,sal_max_egp,currency,pay_period,technical_skills,soft_skills,skill_count,job_categories
IT Help Desk - (First Line Support),Confidential,Cairo,True,2026-03-30 00:00:00,20,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),2,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Troubleshooting, Microsoft Office, Wan, Comptia A+, Repair, Microsoft, Mcse, Information Technology (It), Technical Support, Help Desk, Networking']",,12,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
IT System Auditor,Confidential,Cairo,True,2026-03-30 00:00:00,20,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Engineering, Certified Information Systems Auditor, Cyber Security']",Communication,3,IT/Software Development | Engineering - Telecom/Technology
Oracle Financial Consultant,Shoura Chemicals,Giza,False,2026-03-30 00:00:00,20,Accounting/Finance,Accounting/Finance,IT Finance/ERP,Entry Level (Junior Level / Fresh Grad),1,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Oracle, Accounting, Finance, Information Technology (It), English']",Communication,5,Accounting/Finance | IT/Software Development | Strategy/Consulting
System Administrator,Confidential,Cairo,True,2026-03-29 00:00:00,21,Administration,Administration,Other IT,Experienced (Non-Manager),3,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['It Service Management, Network Administration, Computer Engineering, Information Systems, Information Technology (It), System Administration']",Communication,6,Administration | Installation/Maintenance/Repair | IT/Software Development
Application Help Desk Specialist (ERP Support),BTC-Egypt Gold,Cairo,False,2026-03-29 00:00:00,21,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Erp, Information Technology (It), Project Coordination, Sql, Networking, Troubleshooting, Windows Os, English']",,8,IT/Software Development
Lead Outsystem Developer,Link Development,Cairo,False,2026-03-29 00:00:00,21,IT/Software,Pure IT,Core IT,Manager,7,7,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Outsystems, Lead, Faculty Of Engeeniring, Faculty Of Computer Science']",,4,IT/Software Development | Engineering - Telecom/Technology
Senior Business Development Executive,Softec Technologies,Cairo,False,2026-03-29 00:00:00,21,Business,Business Development,IT Sales,Experienced (Non-Manager),4,9,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Business Development, Presentation Skills, Negotiation Skills, English, Marketing, Sales Skills, Sales Target, Skills']","Sales, Negotiation",8,Business Development | IT/Software Development | Sales/Retail
Software Developer,HITS Solutions,Cairo,False,2026-03-29 00:00:00,21,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Angular, Aws, Javascript, React, Multitasking, Asp.Net Mvc, Mql, Microsoft Sql Server, Restful Apis, Xamarin, Java, Jquery']","Communication, Negotiation",12,IT/Software Development | Engineering - Telecom/Technology
SAP Implementation Project Manager,Confidential,Cairo,True,2026-03-29 00:00:00,21,IT/Software,Project/Program Management,IT Management,Experienced (Non-Manager),8,12,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Project Management, Sap, Sap Implementation, Project, Construction, Information Technology (It), Projects']",Communication,7,IT/Software Development | Project/Program Management
Front End Developer/ React js,FiveM,Cairo,False,2026-03-29 00:00:00,21,Creative/Design/Art,Creative/Design/Art,Design/UX,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Typescript, Next Js, Tailwind, Clean Code, Reusable Components, Api Integration, Responsive Design, Ant Design, React Hook Form, Zod']",,10,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology
"Data Center Engineer (Compute, Storage & Data Protection)",Confidential,Cairo,True,2026-03-29 00:00:00,21,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),6,10,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Data Center, Cisco Ucs, Nutanix, Storage, Backup, Veeam, Pure Storage, Hci, Disaster Recovery (Dr), Compute']",,10,IT/Software Development | Engineering - Telecom/Technology
"SOC & NOC Engineer (Security Monitoring, Operations & Compliance)",Confidential,Cairo,True,2026-03-29 00:00:00,21,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Soc, Noc, Security Operations, Siem, Elastic Stack, Splunk, Vulnerability Assessment, Incident Response, Information Security, Itil']",,10,IT/Software Development | Engineering - Telecom/Technology
Security Infrastructure Engineer (Fortinet & Zero Trust),Confidential,Cairo,True,2026-03-29 00:00:00,21,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),6,10,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Security, Network Security, Fortinet, Zero Trust, Firewall, Waf, Cybersecurity, Soc, Cissp, Infrastructure Security']",,10,IT/Software Development | Engineering - Telecom/Technology
Private Cloud Engineer (Virtualization & Cloud Platforms),Confidential,Cairo,True,2026-03-29 00:00:00,21,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),7,10,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Private Cloud, Virtualization, Nutanix Ahv, Red Hat Openshift, Kubernetes, Aws, Azure, Gcp, Terraform, Ansible, Python, Devops, Ci/Cd']",,13,IT/Software Development | Engineering - Telecom/Technology
Infrastructure Network Operations Engineer (Data Center & WAN),Confidential,Cairo,True,2026-03-29 00:00:00,21,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),7,10,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Cisco Aci, Data Center Networking, Wan, Mpls, Sd-Wan, Bgp, Ospf, Routing & Switching, Network Troubleshooting, Disaster Recovery (Dr)']",,10,IT/Software Development | Engineering - Telecom/Technology
Head Of Private Cloud Operations,Confidential,Cairo,True,2026-03-29 00:00:00,21,IT/Software,Pure IT,Core IT,"Senior Management (CEO, GM, Director, Head)",15,20,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Private Cloud, Cloud Operations, It Infrastructure, Data Center Management, Cisco Aci, Kubernetes, Openshift, Nutanix Ahv, Fortinet, Disaster Recovery, Team Leadership, Vendor Management']",,12,IT/Software Development | Engineering - Telecom/Technology
React JS Developer,Confidential,Giza,True,2026-03-27 00:00:00,23,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['React, React.Js, React Js, Javascript Es6+, Html5, Css3, Restful Apis, Git, Webpack, Agile Methodologies, Jest']",Problem Solving,11,IT/Software Development
"Senior AI Engineer (LLM, RAG & AI Systems for CX & Enterprise Solutions)",Confidential,Cairo,True,2026-03-27 00:00:00,23,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,6,No Degree Requirement Listed,Part Time,Fully Remote,False,True,True,True,False,False,False,,,,,,,"['Artificial Intelligence (Ai), Software Development']",,2,IT/Software Development
"AI Engineer (Computer Vision, Speech, NLP & Generative AI)",Madar Soft,Alexandria,False,2026-03-27 00:00:00,23,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,5,No Degree Requirement Listed,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Computer Science, Computer Vision, Information Technology (It), Nlp']",,4,IT/Software Development | Engineering - Telecom/Technology
Junior AI Automation Specialist (WhatsApp & Business Automation) – Remote,Queens Wear,Cairo,False,2026-03-27 00:00:00,23,Administration,Administration,Other IT,"Senior Management (CEO, GM, Director, Head)",4,15,No Degree Requirement Listed,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Junior Ai Automation Specialist, Whatsapp Business Api, Ai Workflow Specialist, Ai Automation Specialist, Conversational Ai Specialist, Crm Integration, Business Process Automation']",,7,Administration | IT/Software Development | Engineering - Telecom/Technology
Front End Engineer,Devency,Cairo,False,2026-03-27 00:00:00,23,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Software Development, React, React.Js, Front-End, Typescript, Agile, Javascript, Webpack, React Native']",,9,IT/Software Development | Engineering - Other
On-Ground Operations Specialist,EZeats,Cairo,False,2026-03-27 00:00:00,23,Customer,Customer Service/Support,IT Support,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Operations Management, Field Support, Training & Onboarding, Ushering']","Customer Service, Problem Solving",4,Customer Service/Support | Hospitality/Hotels/Food Services | IT/Software Development
Data Governance & Data Management Architect,Advanced control,Giza,False,2026-03-26 00:00:00,24,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Data Governance Frameworks, Data Management & Architecture, Data Management, Data Catalog & Metadata Management, Data Lineage & Data Quality Tools, Regulatory Compliance (Ndmo / Pdpl / Gdpr), Ndmo']",,7,IT/Software Development | Analyst/Research
Senior Full Stack .NET Developer,Confidential,Cairo,True,2026-03-26 00:00:00,24,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['.Net Core, Asp.Net Core, Microservices Architecture, Rest Apis, Api Development, Angular, React, Microsoft Sql Server, Multithreading & Asynchronous Programming, Docker & Ci/Cd Pipelines']",,10,IT/Software Development | Engineering - Telecom/Technology
Network Engineer,TECHNOSAT,Cairo,False,2026-03-26 00:00:00,24,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),4,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Network, Networking, Information Technology (It), Cisco Ios/Nx-Os, Juniper Junos Os, Routers, Switches, Firewalls, Tcp/Ip Protocols, Vpn Technologies, Lan/Wan Architecture, Network Security, Troubleshooting, Network Automation, Scripting (Python), Ccnp, Cisco, Lan, Security, Wan']",,20,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Backend .NET Team Lead,Ossouss Global Commerce,Cairo,False,2026-03-26 00:00:00,24,IT/Software,Pure IT,Core IT,Manager,5,10,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['.Net, System Architecture, Microservices, Asp.Net Core Apis, Microsoft Sql Server']",,5,IT/Software Development | Engineering - Telecom/Technology
Mobile App Developer (Flutter / React Native) – Freelance (Project-Based),Confidential,Cairo,True,2026-03-26 00:00:00,24,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Part Time,Fully Remote,False,True,True,True,False,False,False,,,,,,,"['Android, Information Technology (It), Kotlin, Java, Android Sdk, Android Studio, Git, Mvvm, Restful Apis, Wordpress Development']",Problem Solving,10,IT/Software Development | Engineering - Telecom/Technology
Technical Project Manager (Software Delivery),Global,Cairo,False,2026-03-26 00:00:00,24,IT/Software,Operations/Management,IT Management,Manager,2,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Project Management, Agile, Scrum, Software Development Lifecycle, Click Up, Jira, Sprint Planning, Task Breakdown, Problem Solving']",Communication Skills,9,IT/Software Development | Operations/Management | Project/Program Management
Senior Front End Developer / Vue.js,SURE International Technology,Cairo,False,2026-03-25 00:00:00,25,Creative/Design/Art,Creative/Design/Art,Design/UX,Experienced (Non-Manager),3,6,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Vue.Js, Front-End Development, Frontend, Front End']",,4,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology
Senior IOS Developer,34ML,Cairo,False,2026-03-25 00:00:00,25,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,5,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Software Development, Information Technology (It), Mobile Development, Swift, Ios Development, Mobile Application Development, Oop, Mvc, Computer Engineering, Uikit, Rest, Sw Development']",,12,IT/Software Development | Engineering - Telecom/Technology
Mid IOS Developer,Vertex Technologies,Cairo,False,2026-03-25 00:00:00,25,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),3,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Ios, Swift, Swiftui, Concurrency, Oop, Git, Rest, Mvvm']",,8,IT/Software Development
Security System Administrator,ITIDA,Giza,False,2026-03-24 00:00:00,26,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,3,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Security, System Administration']",,4,IT/Software Development | Engineering - Telecom/Technology
Software Business Analyst,eBSEG,Cairo,False,2026-03-24 00:00:00,26,IT/Software,Project/Program Management,IT Management,Experienced (Non-Manager),2,5,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Analysis, Business Analysis, Agile, User Stories']",,4,IT/Software Development | Project/Program Management | Analyst/Research
Mid level Django Backend Developer,Software House Solution,Cairo,False,2026-03-24 00:00:00,26,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,True,18000.0,25000.0,18000.0,25000.0,EGP,Month,"['Python, Django, Restful Apis, Sql, Git, Team Collaboration, Html, Css, Javascript, Front-End Development, Back-End Development']",Problem Solving,11,IT/Software Development | Engineering - Telecom/Technology
Mid Level Front end developer React / React Native / API Background,Software House Solution,Cairo,False,2026-03-24 00:00:00,26,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,6,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['React, React Native, Javascript (Es6+), Api Integration, Html5, Redux, Git, Ui/Ux Design, Css3, Problem Solving']",,10,IT/Software Development
IT Technical Support,Premium Card,Giza,False,2026-03-24 00:00:00,26,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),0,2,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Technical Support, Customer Support']",,4,IT/Software Development
Mid React Native Developer,Vertex Technologies,Cairo,False,2026-03-24 00:00:00,26,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['React Native, Javascript, Typescript, Oop, Solid, Rest, Redux']",,7,IT/Software Development
Assistant IT Manager,Confidential,Giza,True,2026-03-24 00:00:00,26,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Entry Level (Junior Level / Fresh Grad),0,3,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Installation, Technical Support, Microsoft Access, Microsoft Office']",,5,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Process Improvement Specialist,System Technique,Giza,False,2026-03-24 00:00:00,26,Administration,Administration,Other IT,Experienced (Non-Manager),2,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Workflow Optimization, Data Analysis, Project Management']",,3,Administration | IT/Software Development | Quality
Scrum Master,Ibn Sina Pharma,Cairo,False,2026-03-24 00:00:00,26,IT/Software,Project/Program Management,IT Management,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Agile, Information Technology (It), Project, Scrum, Problem-Solving, Technical Proficiency, Software Development Lifecycle (Sdlc), Risk Management, Stakeholder Management']","Project Management, Communication, Leadership",9,IT/Software Development | Project/Program Management | Engineering - Telecom/Technology
Data Entry Clerk,System Technique,Giza,False,2026-03-24 00:00:00,26,Administration,Administration,Other IT,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Administration, Data Entry, Microsoft Office, Erp System']",Customer Service,4,Administration | Customer Service/Support | IT/Software Development
Senior .Net Developer,National Technology,Cairo,False,2026-03-24 00:00:00,26,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,6,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['.Net, Asp.Net, Computer Engineering, Information Technology (It), Mvc, Sql, Web Development, Html, Javascript']",,9,IT/Software Development
Oracle SCM Consultant (Oracle Supply Chain),Confidential,Giza,True,2026-03-24 00:00:00,26,IT/Software,Logistics/Supply Chain,IT Operations,Entry Level (Junior Level / Fresh Grad),1,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Fusion, Cloud, Oracle Scm, Supply Chain, Logistics, Information Technology (It), Oracle, Erp, Scm, Computer Science']","Communication Skills, Sales",10,IT/Software Development | Logistics/Supply Chain | Engineering - Telecom/Technology
Odoo Specialist,YONI Furniture,Cairo,False,2026-03-24 00:00:00,26,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Erp, Information Technology (It), Odoo, Erp Implementation']",,5,IT/Software Development | Engineering - Telecom/Technology
Kochava Specialist,WeLyra,Cairo,False,2026-03-24 00:00:00,26,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Freelance,On-site,False,False,True,False,False,True,False,,,,,,,"['Campaigns Analyst, Kochava Specialist, Mobile Attribution, Data Analysis, Sql, Reporting & Analytics, A/B Testing, Marketing Analytics, Performance Marketing, Data Visualization, Problem-Solving, Communication']",,12,IT/Software Development
ETL Developer,ISFP,Alexandria,False,2026-03-24 00:00:00,26,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),1,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Data Structures, Database, Etl, Sql, Data, Data Modeling, Information Technology (It), Big Data, Nosql, Alteryx, Tableau']",,11,IT/Software Development | Engineering - Telecom/Technology
IT Specialist,"international Trade Office Group "" ITOG""",Alexandria,False,2026-03-24 00:00:00,26,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Entry Level (Junior Level / Fresh Grad),2,4,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Technical Support, Helpdesk, Microsoft Certified It Professional']",,4,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Senior Full Stack Developer,Agricope,Cairo,False,2026-03-22 00:00:00,28,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,8,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Computer Science, Information Technology (It), Full-Stack Development, Javascript, React, Node.Js, Restful Apis, Database Management, Agile Methodologies, Problem-Solving, Communication']",,11,IT/Software Development | Engineering - Telecom/Technology
Prompt Engineer,AIContentfy,Cairo,False,2026-03-20 00:00:00,30,Creative/Design/Art,Creative/Design/Art,Design/UX,Entry Level (Junior Level / Fresh Grad),0,1,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,True,8000.0,10000.0,8000.0,10000.0,EGP,Month,"['Prompting, Ai Tools, English, Creating Websites']",,4,Creative/Design/Art | IT/Software Development
Principal OR Engineer (Optimization & Decision Intelligence),Makkook.AI,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),7,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,True,80000.0,120000.0,80000.0,120000.0,EGP,Month,"['Optimization Algorithms, Ai Architecture, Machine Learning, Data Engineering, Decision Intelligence, Team Leadership, Stakeholder Communication']",Problem Solving,7,IT/Software Development
Senior Odoo Implementer,SMART ICON EG,Cairo,False,2026-03-20 00:00:00,30,Accounting/Finance,Accounting/Finance,IT Finance/ERP,Experienced (Non-Manager),3,5,Bachelor's Degree,Freelance,Hybrid,False,False,True,False,True,False,False,,,,,,,"['Odoo Erp, Erp Implementation, Erp Systems, Accounting Software, Financial Analysis, Business Process Optimization, Python, Sql, Problem-Solving, Technical Documentation']","Project Management, Communication Skills, Teamwork",10,Accounting/Finance | IT/Software Development | Engineering - Telecom/Technology
Full Stack Developer,Riyada,Cairo,False,2026-03-20 00:00:00,30,Creative/Design/Art,Creative/Design/Art,Design/UX,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Javascript']",,2,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology
"IT Project Manager - Remote (cairo, Egypt)",Ralliton,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Project/Program Management,IT Management,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Planning, Project, Information Technology (It), Project Planning, Technology Roadmaps, Risk Management, Stakeholder Management, Agile Methodologies, Scrum, Problem-Solving']","Project Management, Communication",10,IT/Software Development | Project/Program Management
Laravel Developer,Nugget Tours,Cairo,False,2026-03-20 00:00:00,30,Creative/Design/Art,Creative/Design/Art,Design/UX,Experienced (Non-Manager),2,10,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Laravel, Php, Information Technology (It), Php Development, Back-End Development, Mvc, Html, Css, Javascript, Ajax']",,10,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology
Odoo ERP Implementer,KZ for Pesticides and Chemicals.,Giza,False,2026-03-20 00:00:00,30,Accounting/Finance,Accounting/Finance,IT Finance/ERP,Entry Level (Junior Level / Fresh Grad),0,2,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Erp, Odoo, Python, Sql, Javascript, Accounting Principles, Business Process Analysis, Problem-Solving, Technical Documentation, Odoo Development, Database Management']","Project Management, Communication Skills",13,Accounting/Finance | IT/Software Development | Engineering - Telecom/Technology
Python Back End developer,Prometeon tyres group – Egypt,Alexandria,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),0,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Python, Software Engineering']",,4,IT/Software Development | Engineering - Telecom/Technology
AI Developer (Outsource),Prometeon tyres group – Egypt,Alexandria,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),0,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Software Development']",,3,IT/Software Development | Engineering - Telecom/Technology
Database Vendor Support,Efada Technology,Cairo,False,2026-03-20 00:00:00,30,Customer,Customer Service/Support,IT Support,Experienced (Non-Manager),4,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Database, Information Technology (It), Sql, Linux, Microsoft Sql Server, Mysql, Networking, Windows, Database Administration (Dba)']",Customer Support,10,Customer Service/Support | IT/Software Development | Engineering - Telecom/Technology
Senior Android Developer,34ML,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,5,No Degree Requirement Listed,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Kotlin, Jetpack Compose, Android, Mobile Development, Troubleshooting, Database']",,6,IT/Software Development
Scrum Master,Confidential,Giza,True,2026-03-20 00:00:00,30,IT/Software,Project/Program Management,IT Management,Experienced (Non-Manager),3,10,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Agile, Agile Frameworks, Scrum, Scrum Master, Master, Automated Testing, Information Technology (It), Testing']",,8,IT/Software Development | Project/Program Management
Unity Game Developer,Digital Skynet corp,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,5,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Unity, Information Technology (It), Programming, Creative, Design Patterns, Physics, Git, Version Control']",,8,IT/Software Development | Engineering - Telecom/Technology
Senior AI Engineer (LLM Systems & RAG),Seha Care,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,Fully Remote,True,True,True,True,False,False,False,,,,,,,"['Python, Llms, Rag, Langchain, Llamaindex, Vector Databases, Fastapi, Docker, Postgresql, Redis, Rest Apis, Backend Development, Ai Systems Engineering, Cloud Infrastructure, Conversational Ai']",,15,IT/Software Development
IT Specialist,P24 Capital Markets,Cairo,False,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,"Senior Management (CEO, GM, Director, Head)",2,3,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,True,15000.0,20000.0,15000.0,20000.0,EGP,Month,"['Network Administration, Information Technology (It), Technical Support, System Administration, Troubleshooting, Hardware Maintenance, Software Installation, It Infrastructure Management, Security Protocols, Data Backup And Recovery, Help Desk Support, Windows Server, Linux Server']",,13,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Senior Business Development Specialist,Mawared Hr system,Giza,False,2026-03-20 00:00:00,30,Business,Business Development,IT Sales,Experienced (Non-Manager),2,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Saas, Software Sales, Business Development, Odoo Sales, Sales Field, Sales Target, Multitasking, Erp System, Erp Software']",Sales,9,Business Development | IT/Software Development | Sales/Retail
SAP FICO Consultant,MK Enterprise,Giza,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Sap Fi, Sap, Information Technology (It), Accounting, Sap Fico, Sap Implementation']",,6,IT/Software Development | Engineering - Telecom/Technology
Odoo Developer (Mid-Level),ecoSAS International,Giza,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Odoo, Odoo Development, Python']",,4,IT/Software Development | Engineering - Telecom/Technology
Testing Engineer,Efada Technology,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Quality,QA/Testing,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Api, Appium, Architecture, Aws, Linux, Docker, QA, QC, Testing, Selenium']",,10,IT/Software Development | Quality | Engineering - Telecom/Technology
Application Support Engineer,Egabi FSI,Cairo,False,2026-03-20 00:00:00,30,Customer,Customer Service/Support,IT Support,Experienced (Non-Manager),3,6,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Banking, English, Finance, Microfinance, Mortgage, Information Technology (It), Technical Support, Application Support']","Communication Skills, Customer Support, Customer Service",8,Customer Service/Support | Installation/Maintenance/Repair | IT/Software Development
